year,game_sno,date,opponent,home_away,final_visiting,final_home,lin_li_played,lin_li_role,team_win,team_r,team_pa,team_ab,team_h,team_1b,team_2b,team_3b,team_hr,team_bb,team_ibb,team_hbp,team_sf,team_sac,team_so,team_gidp,team_sb,team_cs
2023,116,2023-06-09,中信兄弟,away,5,6,False,,False,5,48,38,10,7,2,0,1,7,0,0,3,0,7,2,0,0
2023,118,2023-06-10,中信兄弟,away,0,7,False,,False,0,35,32,6,5,1,0,0,2,0,1,0,0,8,0,0,0
2023,120,2023-06-11,中信兄弟,away,3,9,False,,False,3,37,37,10,8,1,0,1,0,0,0,0,0,5,0,0,0
2023,123,2023-06-13,富邦悍將,away,2,6,False,,False,7,41,37,11,5,3,0,3,2,0,0,1,1,3,1,0,0
2023,124,2023-06-14,味全龍,home,2,5,False,,True,5,36,31,6,4,2,0,0,3,0,2,0,0,5,0,1,0
2023,126,2023-06-15,味全龍,home,8,1,False,,False,1,37,35,9,8,1,0,0,0,0,2,0,0,5,0,0,0
2023,127,2023-06-16,中信兄弟,home,0,6,False,,True,6,38,34,12,10,2,0,0,3,0,0,1,0,3,1,0,0
2023,129,2023-06-17,中信兄弟,home,2,2,False,,False,2,46,40,7,7,0,0,0,4,0,0,0,2,15,0,0,1
2023,133,2023-06-20,統一7-ELEVEn獅,away,6,2,False,,True,4,40,37,10,5,2,0,3,3,0,0,0,0,4,3,0,0
2023,136,2023-06-22,統一7-ELEVEn獅,home,10,1,False,,False,1,32,31,6,4,2,0,0,1,0,0,0,0,5,2,0,0
2023,138,2023-06-23,味全龍,away,5,7,False,,False,5,39,36,11,9,2,0,0,2,0,1,0,0,7,2,2,0
2023,140,2023-06-24,味全龍,away,4,0,False,,True,4,44,38,10,8,2,0,0,6,0,0,0,0,11,0,1,0
2023,143,2023-06-25,統一7-ELEVEn獅,home,7,11,False,,True,6,49,43,18,18,0,0,0,5,0,1,0,0,4,3,1,0
2023,145,2023-06-27,統一7-ELEVEn獅,away,9,3,False,,True,4,51,45,11,9,0,1,1,5,0,0,0,1,4,1,0,0
2023,149,2023-07-01,富邦悍將,away,6,3,False,,True,6,50,45,15,13,1,0,1,3,0,1,0,1,9,1,0,1
2023,151,2023-07-14,中信兄弟,away,9,2,True,先發,True,9,44,38,13,10,3,0,0,2,0,1,1,2,4,0,0,0
2023,153,2023-07-15,味全龍,away,2,5,True,先發,False,2,32,30,4,2,1,0,1,2,0,0,0,0,10,1,1,0
2023,158,2023-07-18,富邦悍將,away,6,0,True,先發,True,1,36,31,4,2,1,1,0,4,0,1,0,0,12,0,0,0
2023,161,2023-07-20,中信兄弟,away,4,6,True,先發,False,4,36,34,10,7,2,0,1,2,0,0,0,0,8,3,0,0
2023,164,2023-07-21,統一7-ELEVEn獅,home,4,3,False,,False,8,43,36,13,11,1,1,0,5,0,0,1,1,4,1,0,0
2023,166,2023-07-22,統一7-ELEVEn獅,home,5,3,False,,False,10,42,39,16,11,2,0,3,1,0,1,1,0,5,1,0,0
2023,168,2023-07-23,統一7-ELEVEn獅,home,4,3,True,非先發,False,4,42,34,8,6,1,0,1,6,0,1,0,1,4,0,0,0
2023,172,2023-07-26,中信兄弟,away,3,4,True,先發,False,3,37,31,7,5,2,0,0,6,0,0,0,0,9,3,1,0
2023,174,2023-07-27,中信兄弟,away,3,4,True,先發,False,3,42,41,10,6,2,0,2,0,0,1,0,0,9,2,0,0
2023,176,2023-08-01,富邦悍將,away,14,6,True,先發,True,14,47,37,15,10,2,2,1,4,0,3,2,1,5,1,1,0
2023,177,2023-08-02,富邦悍將,away,10,3,True,先發,True,10,44,36,13,10,2,0,1,4,0,1,0,3,6,1,0,0
2023,181,2023-08-04,味全龍,away,5,1,True,先發,True,5,37,33,8,7,0,0,1,3,0,0,0,1,6,1,0,0
2023,183,2023-08-05,味全龍,away,8,4,True,先發,True,8,40,38,11,6,4,0,1,1,0,0,1,0,8,0,1,0
2023,185,2023-08-06,味全龍,away,3,4,True,先發,False,3,36,33,8,5,1,0,2,2,0,0,0,1,10,1,1,0
2023,188,2023-08-08,中信兄弟,home,1,3,False,,True,3,40,38,12,10,2,0,0,1,0,0,0,1,6,0,0,0
2023,190,2023-08-09,富邦悍將,home,1,4,True,先發,True,5,35,32,10,7,0,0,3,2,0,1,0,0,3,2,1,0
2023,192,2023-08-10,富邦悍將,home,3,8,True,先發,True,8,36,34,12,6,4,0,2,2,0,0,0,0,3,0,0,0
2023,194,2023-08-11,富邦悍將,home,2,5,False,,True,5,38,37,14,12,2,0,0,1,0,0,0,0,4,0,1,0
2023,198,2023-08-13,統一7-ELEVEn獅,away,3,5,True,先發,False,0,31,29,4,3,1,0,0,2,0,0,0,0,6,2,0,0
2023,200,2023-08-15,中信兄弟,home,1,2,True,先發,True,11,43,37,14,10,3,0,1,5,0,0,1,0,5,0,2,0
2023,202,2023-08-16,中信兄弟,home,7,13,True,先發,True,3,33,29,7,5,1,1,0,3,0,1,0,0,5,2,0,0
2023,204,2023-08-17,富邦悍將,home,7,3,True,先發,False,3,37,31,5,4,0,1,0,4,0,2,0,0,8,1,0,0
2023,207,2023-08-19,統一7-ELEVEn獅,home,10,6,True,先發,False,6,42,38,12,9,2,1,0,4,0,0,0,0,14,1,1,0
2023,209,2023-08-20,味全龍,home,4,0,True,先發,False,0,32,28,2,2,0,0,0,3,0,1,0,0,3,2,1,1
2023,214,2023-08-23,統一7-ELEVEn獅,away,0,1,True,先發,False,9,46,38,15,9,4,0,2,5,0,2,1,0,9,1,2,1
2023,216,2023-08-24,統一7-ELEVEn獅,away,0,7,True,先發,False,11,45,37,13,8,2,0,3,6,0,0,1,1,7,0,0,0
2023,218,2023-08-25,統一7-ELEVEn獅,away,4,0,True,先發,True,1,34,32,8,8,0,0,0,0,0,1,0,1,5,2,1,0
2023,220,2023-08-26,中信兄弟,away,11,6,True,先發,True,11,48,42,18,12,4,1,1,5,0,0,1,0,6,1,1,0
2023,223,2023-08-29,味全龍,home,5,6,True,先發,True,6,38,34,9,8,1,0,0,3,1,1,0,0,6,1,1,0
2023,225,2023-08-30,味全龍,home,2,5,True,先發,True,5,39,31,8,6,2,0,0,7,0,0,1,0,4,0,1,0
2023,227,2023-08-31,統一7-ELEVEn獅,home,7,8,True,先發,True,8,40,34,12,7,5,0,0,6,1,0,0,0,5,1,0,0
2023,232,2023-09-02,富邦悍將,home,4,1,True,先發,False,10,43,36,14,8,4,0,2,6,0,0,1,0,2,1,0,1
2023,234,2023-09-03,中信兄弟,home,9,11,True,先發,True,11,44,33,12,9,3,0,0,7,0,1,1,2,7,2,0,0
2023,236,2023-09-05,中信兄弟,home,4,1,True,先發,False,5,34,32,6,4,0,1,1,2,0,0,0,0,12,0,0,0
2023,238,2023-09-06,味全龍,home,1,7,False,,True,7,36,30,8,6,2,0,0,3,0,2,0,1,7,0,0,0
2023,240,2023-09-07,味全龍,home,1,6,True,先發,True,3,40,36,9,6,3,0,0,3,0,1,0,0,3,1,0,0
2023,242,2023-09-08,味全龍,home,1,2,False,,True,2,36,32,7,7,0,0,0,3,0,1,0,0,8,2,1,1
2023,246,2023-09-10,富邦悍將,away,5,1,True,先發,True,7,39,37,12,10,2,0,0,2,0,0,0,0,1,0,0,0
2023,248,2023-09-12,富邦悍將,away,2,1,False,,True,1,44,38,3,3,0,0,0,3,0,1,0,2,9,0,0,0
2023,251,2023-09-14,味全龍,away,1,3,False,,False,1,31,30,5,4,1,0,0,1,0,0,0,0,8,1,0,1
2023,253,2023-09-15,中信兄弟,home,5,3,False,,False,3,43,39,12,8,3,0,1,4,2,0,0,0,7,1,1,1
2023,255,2023-09-16,中信兄弟,home,9,4,False,,False,4,37,35,7,4,2,1,0,2,0,0,0,0,8,0,0,0
2023,257,2023-09-17,中信兄弟,home,3,4,False,,True,4,34,31,8,4,4,0,0,3,0,0,0,0,8,1,0,1
2023,260,2023-09-19,統一7-ELEVEn獅,away,4,5,False,,False,11,48,37,14,11,2,0,1,7,0,0,2,2,5,1,0,0
2023,262,2023-09-20,統一7-ELEVEn獅,away,3,2,False,,True,2,41,36,11,10,0,0,1,5,0,0,0,0,4,1,0,0
2023,266,2023-09-22,富邦悍將,away,3,1,False,,True,4,40,36,12,12,0,0,0,1,0,1,0,2,6,0,0,1
2023,268,2023-09-23,富邦悍將,away,1,4,False,,False,4,39,37,11,9,2,0,0,2,0,0,0,0,6,0,0,0
2023,270,2023-09-24,富邦悍將,away,3,0,False,,True,1,38,32,7,5,2,0,0,5,0,0,0,1,5,2,1,0
2023,272,2023-09-26,中信兄弟,away,0,1,False,,False,5,38,34,7,3,1,0,3,4,0,0,0,0,7,0,0,0
2023,275,2023-09-28,統一7-ELEVEn獅,home,6,1,False,,False,6,37,33,11,9,1,0,1,3,0,0,0,1,2,1,1,0
2023,277,2023-09-29,統一7-ELEVEn獅,home,6,9,False,,True,0,34,34,11,11,0,0,0,0,0,0,0,0,2,3,0,1
2023,278,2023-09-30,中信兄弟,away,5,4,False,,True,5,38,31,6,3,1,0,2,4,0,2,1,0,8,0,0,0
2023,280,2023-10-01,統一7-ELEVEn獅,away,0,4,False,,False,0,31,29,4,4,0,0,0,2,0,0,0,0,4,1,0,1
2023,282,2023-10-03,味全龍,away,2,7,False,,False,2,37,35,7,6,0,1,0,2,0,0,0,0,7,0,1,0
2023,284,2023-10-04,味全龍,away,4,2,True,先發,True,4,37,30,10,9,1,0,0,5,0,0,1,1,6,1,1,3
2023,288,2023-10-06,味全龍,home,2,4,False,,True,4,36,33,12,10,2,0,0,0,0,1,1,1,6,1,0,0
2023,290,2023-10-07,味全龍,home,8,5,True,非先發,False,5,37,32,8,6,0,1,1,2,0,0,3,0,7,1,0,0
2023,292,2023-10-08,富邦悍將,home,5,5,False,,False,2,36,31,8,8,0,0,0,3,1,1,0,1,9,1,1,0
2023,294,2023-10-09,富邦悍將,home,0,4,True,先發,True,5,37,31,11,8,2,0,1,4,0,0,2,0,2,0,0,0
2023,296,2023-10-10,統一7-ELEVEn獅,away,9,4,True,先發,True,13,44,36,13,6,2,0,5,6,0,0,1,1,4,2,1,0
2024,1,2024-03-30,味全龍,away,2,3,True,先發,False,2,35,30,6,4,2,0,0,4,0,0,0,1,11,2,0,0
2024,3,2024-03-31,台鋼雄鷹,home,6,1,True,先發,False,1,33,31,5,3,2,0,0,2,0,0,0,0,5,1,2,0
2024,5,2024-04-03,味全龍,home,2,1,True,先發,False,1,36,34,10,7,3,0,0,0,0,1,0,1,5,1,0,1
2024,8,2024-04-04,味全龍,home,3,4,True,先發,True,4,32,29,6,4,0,1,1,3,0,0,0,0,8,1,0,0
2024,11,2024-04-05,中信兄弟,home,7,1,True,先發,False,1,34,30,4,3,0,0,1,4,0,0,0,0,15,1,0,0
2024,14,2024-04-06,中信兄弟,home,8,9,True,先發,True,9,43,37,15,9,6,0,0,6,1,0,0,0,5,2,0,0
2024,17,2024-04-07,中信兄弟,home,8,11,True,先發,True,11,41,36,12,7,3,1,1,2,0,2,0,1,9,0,1,0
2024,21,2024-04-09,台鋼雄鷹,away,1,5,True,先發,False,5,36,36,9,5,4,0,0,0,0,0,0,0,7,1,1,0
2024,23,2024-04-10,台鋼雄鷹,away,14,7,False,,True,3,34,31,7,6,1,0,0,0,0,0,2,1,9,1,1,0
2024,28,2024-04-12,富邦悍將,away,5,9,False,,False,4,39,34,11,11,0,0,0,4,0,0,1,0,17,0,2,2
2024,31,2024-04-13,富邦悍將,away,2,10,False,,False,8,43,32,12,8,2,1,1,5,1,1,2,3,3,2,1,0
2024,34,2024-04-14,富邦悍將,away,3,4,False,,False,0,37,32,6,5,1,0,0,5,0,0,0,0,6,1,0,0
2024,36,2024-04-16,統一7-ELEVEn獅,home,1,0,False,,False,1,38,33,6,4,2,0,0,5,0,0,0,0,7,1,0,0
2024,38,2024-04-17,統一7-ELEVEn獅,home,12,3,False,,False,0,36,34,7,7,0,0,0,2,0,0,0,0,12,0,1,0
2024,42,2024-04-19,味全龍,away,3,2,False,,True,3,37,33,7,5,1,0,1,2,0,0,0,2,6,0,1,0
2024,45,2024-04-20,味全龍,away,0,3,False,,False,2,49,42,8,7,0,0,1,5,1,1,0,1,13,2,2,0
2024,48,2024-04-21,味全龍,away,8,0,False,,True,4,34,34,7,3,2,0,2,0,0,0,0,0,5,1,1,0
2024,50,2024-04-23,中信兄弟,away,6,2,False,,True,6,38,35,12,9,3,0,0,0,0,0,1,2,4,1,1,0
2024,53,2024-04-24,中信兄弟,away,2,1,True,先發,True,2,35,33,8,7,1,0,0,2,0,0,0,0,5,1,0,1
2024,57,2024-04-26,台鋼雄鷹,home,3,4,True,先發,True,4,41,35,14,13,1,0,0,2,0,0,1,3,6,0,2,0
2024,60,2024-04-27,台鋼雄鷹,home,6,7,False,,True,1,30,26,6,5,1,0,0,1,0,0,1,2,4,0,0,1
2024,63,2024-04-28,台鋼雄鷹,home,4,2,False,,False,5,36,29,8,7,1,0,0,5,0,0,1,1,7,0,1,1
2024,68,2024-05-01,富邦悍將,home,5,3,True,先發,False,10,44,37,15,14,1,0,0,6,0,1,0,0,1,1,0,1
2024,69,2024-05-02,富邦悍將,home,1,2,False,,True,2,34,32,8,6,2,0,0,2,0,0,0,0,10,0,0,0
2024,72,2024-05-03,統一7-ELEVEn獅,away,5,1,False,,True,3,37,36,9,7,2,0,0,0,0,0,1,0,10,0,0,0
2024,75,2024-05-04,統一7-ELEVEn獅,away,2,3,False,,False,3,34,30,6,4,1,0,1,2,0,0,1,1,6,0,0,0
2024,78,2024-05-05,統一7-ELEVEn獅,away,0,7,False,,False,3,38,33,7,7,0,0,0,4,0,1,0,0,5,0,1,0
2024,81,2024-05-08,味全龍,away,13,5,False,,True,0,33,30,4,3,1,0,0,3,0,0,0,0,5,1,0,0
2024,86,2024-05-10,統一7-ELEVEn獅,home,5,3,False,,False,5,36,32,10,7,0,2,1,2,0,0,1,1,6,0,1,0
2024,89,2024-05-11,統一7-ELEVEn獅,home,1,5,False,,True,4,41,37,8,6,0,1,1,3,0,0,1,0,7,0,1,0
2024,92,2024-05-12,統一7-ELEVEn獅,home,3,4,False,,True,5,36,34,11,7,4,0,0,1,0,0,0,1,3,0,1,0
2024,94,2024-05-14,台鋼雄鷹,home,2,9,False,,True,5,36,32,11,9,1,0,1,2,0,0,1,1,1,1,0,0
2024,96,2024-05-15,台鋼雄鷹,home,5,2,False,,False,0,36,35,8,7,1,0,0,1,0,0,0,0,11,1,1,0
2024,98,2024-05-17,中信兄弟,away,4,8,False,,False,4,47,41,15,15,0,0,0,4,0,0,1,0,6,1,2,0
2024,101,2024-05-18,中信兄弟,away,1,12,False,,False,1,37,33,7,7,0,0,0,3,0,1,0,0,5,1,0,0
2024,104,2024-05-19,中信兄弟,away,4,3,False,,True,4,38,35,8,4,2,1,1,2,0,1,0,0,3,0,0,0
2024,107,2024-05-21,富邦悍將,away,1,2,True,先發,False,1,35,33,7,5,2,0,0,2,0,0,0,0,7,1,1,0
2024,109,2024-05-22,富邦悍將,away,4,3,False,,True,4,36,35,11,10,1,0,0,0,0,0,0,1,7,1,0,1
2024,114,2024-05-24,味全龍,home,3,4,False,,True,4,34,32,6,4,0,0,2,2,0,0,0,0,5,1,0,0
2024,117,2024-05-25,味全龍,home,3,2,False,,False,4,37,29,11,11,0,0,0,2,0,1,1,4,3,1,0,0
2024,120,2024-05-26,味全龍,home,0,2,True,先發,True,5,35,33,10,8,1,0,1,0,0,0,0,2,4,0,1,0
2024,123,2024-05-28,統一7-ELEVEn獅,away,5,6,True,先發,False,4,40,37,11,7,3,0,1,3,1,0,0,0,8,2,0,0
2024,125,2024-05-29,統一7-ELEVEn獅,away,6,0,True,先發,True,5,39,34,8,7,0,1,0,4,0,0,0,1,3,0,0,0
2024,129,2024-05-31,台鋼雄鷹,away,4,3,False,,True,2,35,34,7,6,1,0,0,0,0,1,0,0,2,0,1,0
2024,132,2024-06-01,台鋼雄鷹,away,7,3,True,先發,True,9,47,41,15,9,5,0,1,3,0,1,0,2,6,1,1,0
2024,135,2024-06-02,台鋼雄鷹,away,7,3,True,先發,True,7,42,38,11,7,3,0,1,3,0,1,0,0,5,0,0,0
2024,137,2024-06-04,中信兄弟,home,5,0,True,先發,False,0,34,31,5,4,1,0,0,3,0,0,0,0,6,0,0,1
2024,140,2024-06-05,中信兄弟,home,1,4,True,先發,True,4,34,32,10,7,1,1,1,1,0,1,0,0,3,1,1,1
2024,143,2024-06-07,富邦悍將,home,1,3,True,先發,True,3,32,29,8,8,0,0,0,2,0,1,0,0,5,1,1,1
2024,146,2024-06-08,富邦悍將,home,7,1,True,先發,False,1,33,31,4,2,2,0,0,2,0,0,0,0,4,0,0,0
2024,149,2024-06-09,富邦悍將,home,7,2,True,先發,False,2,36,35,8,6,1,1,0,0,0,1,0,0,1,0,0,0
2024,153,2024-06-10,統一7-ELEVEn獅,away,2,3,True,先發,False,5,41,33,7,7,0,0,0,6,0,1,0,1,5,1,3,0
2024,156,2024-06-13,中信兄弟,away,2,5,True,先發,False,3,36,33,7,5,1,1,0,2,0,0,0,1,5,0,0,1
2024,159,2024-06-14,中信兄弟,away,3,9,True,先發,False,2,32,31,5,5,0,0,0,1,0,0,0,0,7,1,0,0
2024,161,2024-06-15,味全龍,away,5,2,True,先發,True,5,38,34,8,4,1,1,2,3,0,0,0,1,10,0,0,0
2024,164,2024-06-16,味全龍,away,0,8,True,先發,False,0,31,26,2,2,0,0,0,4,0,0,0,1,4,2,0,0
2024,168,2024-06-18,統一7-ELEVEn獅,home,9,2,True,先發,False,5,37,36,12,7,3,0,2,1,0,0,0,0,6,0,0,0
2024,174,2024-06-21,台鋼雄鷹,home,11,4,True,先發,False,7,34,30,9,6,0,0,3,2,0,2,0,0,5,3,0,0
2024,177,2024-06-22,富邦悍將,home,2,1,True,先發,False,7,37,35,11,8,1,1,1,2,0,0,0,0,5,0,1,0
2024,180,2024-06-23,富邦悍將,home,10,2,True,先發,False,4,33,27,7,5,2,0,0,2,0,1,0,3,2,0,1,1
2024,183,2024-07-05,富邦悍將,home,11,5,True,先發,False,6,43,35,11,7,3,1,0,4,0,2,2,0,4,1,0,0
2024,186,2024-07-06,富邦悍將,home,3,2,True,先發,False,10,44,41,19,14,4,0,1,1,0,1,0,1,6,2,1,0
2024,189,2024-07-07,富邦悍將,home,2,1,True,先發,False,5,42,36,13,10,1,1,1,4,0,0,1,1,8,1,2,0
2024,190,2024-07-09,中信兄弟,away,5,2,True,先發,True,5,45,37,13,12,1,0,0,6,0,1,0,1,7,1,0,0
2024,193,2024-07-10,中信兄弟,away,1,11,True,先發,False,1,30,28,3,3,0,0,0,1,0,0,0,1,4,1,0,0
2024,198,2024-07-12,台鋼雄鷹,away,7,4,True,先發,True,7,44,38,16,13,2,1,0,3,0,1,0,2,8,0,4,1
2024,201,2024-07-13,台鋼雄鷹,away,0,11,True,先發,False,5,41,38,12,11,0,1,0,2,1,0,0,1,8,0,1,1
2024,204,2024-07-14,台鋼雄鷹,away,1,0,True,先發,True,4,36,31,4,3,1,0,0,4,0,0,1,0,2,1,1,0
2024,209,2024-07-17,味全龍,home,9,4,True,先發,False,13,45,41,20,16,2,1,1,3,0,1,0,0,4,1,3,0
2024,210,2024-07-18,味全龍,home,4,1,True,先發,False,1,36,35,9,7,2,0,0,0,0,0,1,0,6,0,1,0
2024,211,2024-07-23,統一7-ELEVEn獅,home,5,6,True,先發,True,6,38,36,10,6,2,1,1,1,0,0,1,0,9,0,1,0
2024,213,2024-07-24,統一7-ELEVEn獅,home,0,6,True,先發,True,6,41,36,15,15,0,0,0,4,0,0,1,0,5,3,1,0
2024,217,2024-07-26,中信兄弟,home,5,4,True,先發,False,4,49,39,11,10,1,0,0,6,0,1,1,2,8,1,0,0
2024,220,2024-07-27,中信兄弟,home,3,1,True,先發,False,1,34,32,6,4,1,1,0,2,0,0,0,0,6,0,0,1
2024,223,2024-07-28,中信兄弟,home,4,5,True,先發,True,5,37,30,8,4,1,1,2,3,0,1,1,2,3,0,0,0
2024,230,2024-07-31,富邦悍將,away,4,8,True,先發,False,6,43,40,15,13,1,0,1,3,0,0,0,0,1,1,1,1
2024,231,2024-08-01,富邦悍將,away,3,2,True,先發,True,3,35,32,7,4,1,0,2,1,0,1,1,0,7,1,0,0
2024,233,2024-08-02,味全龍,away,5,0,True,先發,True,3,38,35,9,7,1,0,1,3,0,0,0,0,11,0,0,0
2024,236,2024-08-03,味全龍,away,3,11,True,先發,False,2,34,30,7,4,2,0,1,1,0,1,1,1,4,1,0,1
2024,239,2024-08-04,味全龍,away,1,4,True,先發,False,3,34,32,6,4,1,0,1,1,0,0,1,0,6,0,1,0
2024,242,2024-08-06,台鋼雄鷹,home,2,5,True,先發,True,6,41,35,8,4,3,0,1,5,1,1,0,0,9,1,0,0
2024,244,2024-08-07,台鋼雄鷹,home,2,0,True,先發,False,9,36,35,14,8,6,0,0,1,0,0,0,0,2,0,0,1
2024,247,2024-08-09,統一7-ELEVEn獅,away,1,3,True,先發,False,1,33,30,6,5,1,0,0,2,0,1,0,0,11,1,1,1
2024,250,2024-08-10,統一7-ELEVEn獅,away,3,5,True,先發,False,3,40,37,11,9,1,0,1,2,0,1,0,0,6,1,0,0
2024,254,2024-08-11,統一7-ELEVEn獅,away,1,2,False,,False,3,35,29,6,3,2,0,1,2,0,1,1,2,8,1,0,0
2024,257,2024-08-13,台鋼雄鷹,away,7,1,False,,True,1,32,27,2,1,0,0,1,5,0,0,0,0,8,2,0,0
2024,259,2024-08-14,台鋼雄鷹,away,3,5,False,,False,3,38,33,8,8,0,0,0,4,0,0,1,0,3,0,0,1
2024,264,2024-08-16,統一7-ELEVEn獅,home,3,5,False,,True,5,31,30,7,5,0,0,2,0,0,0,0,1,9,0,0,0
2024,267,2024-08-17,統一7-ELEVEn獅,home,3,5,True,非先發,True,4,38,34,10,6,4,0,0,3,0,1,0,0,4,0,0,0
2024,270,2024-08-18,統一7-ELEVEn獅,home,4,7,True,非先發,True,4,33,29,8,7,0,1,0,1,0,2,0,1,5,1,1,1
2024,275,2024-08-21,味全龍,away,11,4,False,,True,6,44,39,14,13,1,0,0,4,0,0,1,0,9,0,2,0
2024,276,2024-08-22,味全龍,away,1,6,True,非先發,False,8,44,38,13,10,2,0,1,4,0,0,2,0,10,0,1,0
2024,278,2024-08-23,中信兄弟,away,3,4,True,先發,False,6,44,39,14,8,5,0,1,4,0,0,0,1,7,1,0,0
2024,281,2024-08-24,中信兄弟,away,5,7,True,先發,False,3,41,36,5,2,3,0,0,3,0,1,0,1,8,0,0,0
2024,284,2024-08-25,中信兄弟,away,0,4,True,先發,False,3,40,36,11,10,1,0,0,2,0,1,0,1,7,1,1,0
2024,286,2024-08-27,富邦悍將,home,4,2,True,先發,False,2,33,31,7,5,1,0,1,1,0,0,0,1,9,0,0,0
2024,288,2024-08-28,富邦悍將,home,3,5,True,先發,True,5,37,34,12,10,1,0,1,2,0,0,0,1,2,2,1,0
2024,292,2024-08-30,台鋼雄鷹,home,2,8,True,先發,True,8,39,36,12,8,1,1,2,2,0,1,0,0,6,0,0,0
2024,295,2024-08-31,台鋼雄鷹,home,11,4,True,先發,False,4,38,36,10,9,1,0,0,2,0,0,0,0,5,1,2,0
2024,298,2024-09-01,台鋼雄鷹,home,11,6,True,先發,False,6,39,33,10,9,1,0,0,4,0,0,2,0,3,2,1,0
2024,302,2024-09-03,統一7-ELEVEn獅,away,8,1,True,先發,True,1,35,32,5,4,1,0,0,3,0,0,0,0,9,0,1,0
2024,304,2024-09-04,統一7-ELEVEn獅,away,2,6,True,先發,False,9,43,40,15,12,1,1,1,2,0,1,0,0,9,0,1,1
2024,309,2024-09-06,味全龍,home,8,3,True,先發,False,4,35,31,6,3,2,0,1,4,0,0,0,0,4,1,0,1
2024,312,2024-09-07,味全龍,home,0,5,True,先發,True,9,41,37,15,10,3,2,0,2,0,1,1,0,5,1,0,0
2024,315,2024-09-08,味全龍,home,8,2,True,先發,False,1,32,31,5,4,1,0,0,1,0,0,0,0,3,1,0,0
2024,320,2024-09-11,中信兄弟,home,6,3,True,先發,False,0,34,32,3,3,0,0,0,2,0,0,0,0,5,1,0,0
2024,321,2024-09-12,中信兄弟,home,8,13,True,先發,True,13,46,41,20,16,3,1,0,3,0,1,1,0,8,0,2,0
2024,322,2024-09-13,富邦悍將,away,0,4,True,先發,False,0,36,34,8,5,3,0,0,1,0,1,0,0,9,1,0,0
2024,325,2024-09-14,富邦悍將,away,3,2,True,先發,True,4,39,32,7,7,0,0,0,3,0,3,0,1,8,0,1,0
2024,328,2024-09-15,富邦悍將,away,0,3,True,先發,False,6,44,39,13,11,1,0,1,3,0,1,0,1,9,0,1,0
2024,331,2024-09-17,統一7-ELEVEn獅,away,2,9,True,先發,False,2,35,34,10,8,2,0,0,1,0,0,0,0,11,2,0,0
2024,334,2024-09-19,味全龍,home,9,1,True,先發,False,1,35,34,8,5,2,1,0,1,0,0,0,0,8,1,1,0
2024,337,2024-09-20,味全龍,home,1,7,True,先發,True,7,38,34,10,6,3,0,1,4,0,0,0,0,2,0,2,0
2024,342,2024-09-21,台鋼雄鷹,away,1,12,True,先發,False,1,36,34,7,5,2,0,0,2,0,0,0,0,9,0,0,0
2024,345,2024-09-22,台鋼雄鷹,away,3,5,True,先發,False,6,40,36,11,8,2,1,0,3,0,1,0,0,4,0,2,1
2024,346,2024-09-24,統一7-ELEVEn獅,home,1,1,True,先發,False,1,35,33,8,7,1,0,0,1,0,0,0,1,3,2,0,0
2024,350,2024-09-26,富邦悍將,away,2,3,True,先發,False,10,44,37,12,10,0,1,1,3,0,0,1,3,8,1,0,0
2024,353,2024-09-27,富邦悍將,away,6,5,True,先發,True,8,43,36,13,11,1,0,1,4,0,1,2,0,6,3,1,1
2024,356,2024-09-28,中信兄弟,home,4,0,True,先發,False,0,34,32,7,7,0,0,0,0,0,1,0,1,7,0,1,1
2024,359,2024-09-29,中信兄弟,home,4,2,True,先發,False,5,42,39,12,9,1,0,2,3,0,0,0,0,6,0,0,0
2025,2,2025-06-28,味全龍,home,6,5,False,,False,5,44,38,9,7,1,0,1,5,0,0,1,0,9,0,1,1
2025,6,2025-04-02,統一7-ELEVEn獅,away,3,5,True,先發,False,3,39,32,8,7,1,0,0,5,0,0,1,1,4,0,0,0
2025,8,2025-04-03,統一7-ELEVEn獅,away,2,5,True,先發,False,2,38,34,7,3,3,0,1,4,0,0,0,0,3,0,1,0
2025,11,2025-04-04,台鋼雄鷹,away,3,3,True,先發,False,3,39,36,13,13,0,0,0,3,0,0,0,0,7,0,0,0
2025,14,2025-04-05,台鋼雄鷹,away,2,4,True,先發,False,2,35,33,9,7,1,0,1,2,0,0,0,0,9,0,0,1
2025,18,2025-04-06,台鋼雄鷹,away,5,2,True,先發,True,5,39,37,12,9,1,1,1,0,0,1,0,1,3,0,0,0
2025,20,2025-04-08,富邦悍將,home,3,6,True,先發,True,6,33,32,9,6,2,1,0,0,0,1,0,0,6,0,3,0
2025,22,2025-04-09,富邦悍將,home,2,8,True,先發,True,8,44,36,16,12,4,0,0,5,0,1,1,1,4,0,1,0
2025,26,2025-04-11,中信兄弟,home,15,4,True,先發,False,4,40,35,12,9,2,0,1,2,0,1,1,1,6,0,0,0
2025,30,2025-04-12,中信兄弟,home,3,2,True,先發,False,2,33,29,3,2,1,0,0,3,0,1,0,0,7,0,0,0
2025,32,2025-04-13,中信兄弟,home,2,4,True,先發,True,4,36,30,7,4,3,0,0,4,1,1,0,1,2,0,0,0
2025,36,2025-04-15,味全龍,away,1,0,True,先發,True,1,30,30,5,5,0,0,0,0,0,0,0,0,9,0,0,2
2025,38,2025-04-16,味全龍,away,3,5,True,先發,False,3,34,32,8,5,2,0,1,1,0,0,0,1,5,0,1,0
